file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\main\java\org\apache\tika\batch\fs\FSListCrawler.java,org.apache.tika.batch.fs.FSListCrawler,class,4,6,2,4,9,2,0,14,0,0.25,1.0,1.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,6,45,1,1,1,1,0,3,0,11,0,5,2,0,0,0,68,1,2
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\config\TikaConfig.java,org.apache.tika.config.TikaConfig$ParserXmlLoader,innerclass,18,18,0,18,36,2,0,19,66,0.6923077,0.045454547,0.045454547,13,0,0,1,0,12,12,0,0,0,2,0,0,2,0,0,2,0,5,134,12,0,9,7,1,6,4,32,1,12,3,0,0,0,65,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-image-module\src\main\java\org\apache\tika\parser\image\MetadataFields.java,org.apache.tika.parser.image.MetadataFields,class,5,7,2,5,16,1,0,15,0,0.33333334,0.33333334,0.33333334,3,3,2,1,0,0,3,0,0,0,2,2,0,2,0,0,1,0,5,52,2,1,2,2,0,4,0,7,0,7,5,0,0,0,45,1025,4
C:\Users\jprov\Documents\ck\target\tika\tika-integration-tests\tika-pipes-kafka-integration-tests\src\test\java\org\apache\tika\pipes\kafka\tests\TikaPipesKafkaTest.java,org.apache.tika.pipes.kafka.tests.TikaPipesKafkaTest$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\WriteLimiter.java,org.apache.tika.sax.WriteLimiter,interface,0,1,1,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\utils\XMLReaderUtils.java,org.apache.tika.utils.XMLReaderUtils$PoolSAXParser,innerclass,0,0,0,0,4,1,0,0,2,0.5,0.33333334,0.5,4,0,2,0,0,2,4,1,0,0,2,0,0,0,0,2,2,0,0,15,2,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1034,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\main\java\org\apache\tika\server\core\resource\LanguageResource.java,org.apache.tika.server.core.resource.LanguageResource,class,9,12,3,9,2,1,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,16,2,0,0,0,0,9,0,6,0,6,0,0,0,0,22,1,2
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\test\java\org\apache\tika\server\core\TikaResourceNoStackTest.java,org.apache.tika.server.core.TikaResourceNoStackTest,class,11,11,0,11,5,2,0,19,8,0.85714287,0.1,0.1,5,0,3,0,2,0,5,0,0,0,7,7,4,3,0,0,7,0,5,38,1,0,0,0,0,13,3,13,2,13,0,0,0,0,78,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\streamobj\RevisionManifest.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.RevisionManifest,class,5,6,1,5,4,1,0,6,1,0.33333334,0.33333334,0.33333334,3,0,1,0,2,0,3,0,0,0,2,0,2,0,0,0,0,0,2,22,1,0,1,0,0,2,0,4,2,4,1,0,0,0,51,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\test\java\org\apache\tika\parser\microsoft\pst\OutlookPSTParserTest.java,org.apache.tika.parser.microsoft.pst.OutlookPSTParserTest,class,12,12,0,12,7,3,0,18,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,78,0,2,0,0,1,43,5,12,3,12,3,0,1,0,97,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\sax\LinkContentHandlerTest.java,org.apache.tika.sax.LinkContentHandlerTest,class,5,5,0,5,6,1,0,11,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,50,9,12,1,12,0,0,0,0,34,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-package\src\test\java\org\apache\tika\sax\UpcasingContentHandlerDecoratorFactory.java,org.apache.tika.sax.UpcasingContentHandlerDecoratorFactory,class,7,8,1,7,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\main\java\org\apache\tika\example\LuceneIndexer.java,org.apache.tika.example.LuceneIndexer,class,4,5,1,4,2,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,14,0,0,0,0,0,2,0,3,0,3,0,0,0,0,15,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\main\java\org\apache\tika\batch\StatusReporterFutureResult.java,org.apache.tika.batch.StatusReporterFutureResult,class,1,2,1,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\mif\MIFExtractor.java,org.apache.tika.parser.mif.MIFExtractor,class,6,8,2,6,13,1,0,32,1,0.5,NaN,NaN,2,2,0,1,0,1,1,0,0,0,6,6,0,6,0,0,6,0,4,110,0,1,1,1,1,7,9,22,1,19,4,0,1,0,73,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-pdf-module\src\main\java\org\apache\tika\parser\pdf\image\ImageGraphicsEngine.java,org.apache.tika.parser.pdf.image.ImageGraphicsEngine,class,33,37,4,33,81,2,0,73,284,0.91733336,0.028985508,0.054347824,25,2,15,1,9,0,24,0,0,0,15,4,0,0,14,1,14,0,10,323,19,3,16,8,4,36,9,60,4,52,5,0,0,0,181,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\main\java\org\apache\tika\server\core\ServerStatus.java,org.apache.tika.server.core.ServerStatus,class,5,26,21,5,15,1,0,7,32,0.8020833,0.21212122,0.46969697,12,0,12,0,0,0,12,0,0,7,8,1,0,8,0,0,4,0,3,85,9,0,2,0,0,1,1,13,2,11,1,0,3,0,98,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\metadata\ClimateForcast.java,org.apache.tika.metadata.ClimateForcast,interface,0,1,1,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,17,0,0,0,0,0,15,0,15,0,15,0,0,0,0,38,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-webarchive-module\src\main\java\org\apache\tika\parser\http\HttpParser.java,org.apache.tika.parser.http.HttpParser,class,12,13,1,12,7,2,0,22,6,0.875,0.0,0.0,4,0,2,2,0,0,2,0,0,0,2,2,0,2,0,0,2,0,3,44,1,0,0,2,0,2,4,13,0,13,3,0,0,0,63,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-text-module\src\main\java\org\apache\tika\parser\strings\StringsParser.java,org.apache.tika.parser.strings.StringsParser,class,19,22,3,19,29,2,0,41,58,0.86029404,0.37179488,0.37179488,17,1,13,4,0,0,13,0,0,0,8,2,0,8,0,0,3,0,4,143,11,1,1,4,0,20,11,37,8,31,3,0,0,1,151,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-standard\src\test\java\org\apache\tika\server\standard\TikaDetectorsTest.java,org.apache.tika.server.standard.TikaDetectorsTest,class,11,11,0,11,11,2,0,21,4,0.4,0.3,0.3,5,0,3,0,2,0,5,0,0,0,1,1,0,1,0,0,1,0,17,68,0,1,0,0,0,24,1,19,3,15,2,0,0,0,70,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\main\java\org\apache\tika\server\core\resource\TikaWelcome.java,org.apache.tika.server.core.resource.TikaWelcome,class,14,17,3,14,25,1,0,31,0,0.5,0.4,0.6,4,0,3,0,1,0,5,0,0,0,5,2,0,5,0,0,2,0,5,146,3,9,5,0,2,43,3,27,4,20,5,0,1,2,72,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\exception\TikaConfigException.java,org.apache.tika.exception.TikaConfigException,class,1,10,9,1,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\mif\MIFExtractor.java,org.apache.tika.parser.mif.MIFExtractor$Tag,innerclass,1,1,0,1,10,1,0,1,25,0.725,0.22222222,0.31111112,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,0,0,0,36,5,0,0,0,0,1,0,5,1,4,0,0,0,0,23,26,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\main\java\org\apache\tika\batch\fs\FSUtil.java,org.apache.tika.batch.fs.FSUtil,class,2,4,2,2,22,1,0,26,10,0.8,0.0,0.0,5,5,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,15,73,9,2,4,1,1,11,10,21,5,15,3,0,1,0,156,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-ml\tika-parser-nlp-module\src\main\java\org\apache\tika\parser\ctakes\CTAKESConfig.java,org.apache.tika.parser.ctakes.CTAKESConfig,class,3,6,3,3,38,1,0,31,328,0.9166667,0.06267806,0.07977208,28,0,27,1,0,0,27,0,0,0,12,1,0,12,0,0,1,0,4,144,15,3,4,2,0,16,5,30,1,18,3,0,0,0,132,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-ml\tika-parser-nlp-module\src\main\java\org\apache\tika\parser\ctakes\CTAKESUtils.java,org.apache.tika.parser.ctakes.CTAKESUtils,class,11,13,2,11,29,1,0,39,21,0.85714287,0.0,0.0,7,7,7,0,0,0,7,0,0,0,2,2,0,2,0,0,2,0,13,92,3,1,17,0,4,8,2,23,1,11,5,0,0,0,207,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\main\java\org\apache\tika\example\PickBestTextEncodingParser.java,org.apache.tika.example.PickBestTextEncodingParser$CharsetContentHandlerFactory,innerclass,4,4,0,4,4,1,0,1,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,17,4,0,0,0,0,0,1,1,0,2,1,0,0,0,16,4,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\test\java\org\apache\tika\server\core\TikaServerStatusTest.java,org.apache.tika.server.core.TikaServerStatusTest,class,10,10,0,10,5,2,0,17,1,0.5,0.33333334,0.33333334,3,0,1,0,2,0,3,0,0,0,2,2,0,2,0,0,2,0,2,27,0,0,0,0,0,10,4,7,1,7,0,0,0,0,58,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\mif\MIFParser.java,org.apache.tika.parser.mif.MIFParser,class,13,15,2,13,6,2,0,17,8,0.6,0.1,0.1,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,3,31,2,0,0,1,0,3,0,6,0,6,2,0,0,0,57,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-html-module\src\main\java\org\apache\tika\parser\html\DataURISchemeUtil.java,org.apache.tika.parser.html.DataURISchemeUtil,class,6,9,3,6,16,1,0,17,3,0.8333333,0.0,0.0,3,0,2,1,0,0,2,0,0,0,6,3,1,4,0,1,2,0,4,53,3,1,8,1,3,9,8,18,0,12,4,0,0,0,60,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-app\src\main\java\org\apache\tika\eval\app\AbstractProfiler.java,org.apache.tika.eval.app.AbstractProfiler,class,36,44,8,36,118,2,3,121,461,0.95030445,0.11111111,0.31746033,34,8,6,6,11,11,28,0,0,0,29,22,6,14,2,7,15,0,52,522,44,11,37,12,2,61,46,109,6,95,3,0,2,1,269,1025,6
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\test\java\org\apache\tika\parser\microsoft\chm\TestPmglHeader.java,org.apache.tika.parser.microsoft.chm.TestPmglHeader,class,5,5,0,5,9,1,0,11,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,1,26,0,0,1,0,1,0,2,3,1,2,0,0,0,0,23,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\fork\ForkParserTest.java,org.apache.tika.fork.ForkParserTest$LyingNonSerializableContentHandler,innerclass,2,2,0,2,2,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-code-module\src\main\java\org\apache\tika\parser\mat\MatParser.java,org.apache.tika.parser.mat.MatParser,class,13,14,1,13,13,2,0,34,1,0.5,0.0,0.0,2,0,2,0,0,0,3,0,0,0,2,1,1,1,0,0,2,0,4,69,1,2,1,1,0,24,8,17,3,17,5,0,0,0,72,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-fuzzing\src\main\java\org\apache\tika\fuzzing\general\ByteInjector.java,org.apache.tika.fuzzing.general.ByteInjector,class,5,9,4,5,9,1,0,9,1,0.5833334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,4,1,0,0,0,4,0,0,3,38,1,2,2,0,0,0,11,15,2,12,2,0,0,0,41,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\odf\OpenDocumentBodyHandler.java,org.apache.tika.parser.odf.OpenDocumentBodyHandler$NullListStyle,innerclass,1,1,0,1,2,2,0,0,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\main\java\org\apache\tika\server\core\FetcherStreamFactory.java,org.apache.tika.server.core.FetcherStreamFactory,class,10,16,6,10,23,1,0,17,11,0.6666667,0.33333334,0.33333334,6,1,3,3,0,0,3,0,0,0,2,1,0,2,0,0,2,0,4,73,11,0,4,2,3,16,7,10,5,8,4,0,0,0,120,1,2
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-ml\tika-parser-nlp-module\src\main\java\org\apache\tika\parser\ner\mitie\MITIENERecogniser.java,org.apache.tika.parser.ner.mitie.MITIENERecogniser$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,-1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\wordperfect\WP5DocumentAreaExtractor.java,org.apache.tika.parser.wordperfect.WP5DocumentAreaExtractor,class,4,5,1,4,20,2,0,8,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,51,0,1,8,0,0,0,52,5,1,5,2,0,0,0,51,0,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\main\java\org\apache\tika\batch\fs\FSUtil.java,org.apache.tika.batch.fs.FSUtil$HANDLE_EXISTING,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\StandardReference.java,org.apache.tika.sax.StandardReference$StandardReferenceBuilder,innerclass,2,2,0,2,4,1,0,0,0,0.35,0.8333333,1.0,4,0,4,0,0,0,4,0,0,0,5,0,0,5,0,0,2,0,0,26,3,0,0,0,0,0,1,8,0,5,0,0,0,0,14,9,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\main\java\org\apache\tika\batch\StatusReporter.java,org.apache.tika.batch.StatusReporter,class,9,15,6,9,28,1,0,24,17,0.7714286,0.1904762,0.47619048,10,0,6,3,1,0,7,0,0,0,7,1,0,7,0,0,4,0,10,122,4,5,5,1,2,20,15,41,9,25,3,0,0,0,137,1,1
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\xpath\MatchingContentHandler.java,org.apache.tika.sax.xpath.MatchingContentHandler,class,7,8,1,7,17,3,0,20,0,0.42857143,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,1,0,0,51,0,1,0,0,0,0,2,9,0,6,2,0,0,0,48,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\main\java\org\apache\tika\example\Language.java,org.apache.tika.example.Language,class,8,8,0,8,3,1,0,6,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,5,0,7,0,7,1,0,0,0,30,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\test\java\org\apache\tika\batch\fs\FSFileResourceTest.java,org.apache.tika.batch.fs.FSFileResourceTest,class,2,2,0,2,2,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,1,0,6,0,7,0,6,1,0,0,0,29,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-batch\src\test\java\org\apache\tika\batch\RecursiveParserWrapperFSConsumerTest.java,org.apache.tika.batch.RecursiveParserWrapperFSConsumerTest$MockOSFactory,innerclass,2,2,0,2,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,11,2,0,0,0,0,0,0,2,0,2,0,0,0,0,16,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-zip-commons\src\main\java\org\apache\tika\detect\zip\CompressorConstants.java,org.apache.tika.detect.zip.CompressorConstants,class,1,3,2,1,15,1,0,2,0,0.125,NaN,NaN,1,1,1,0,0,0,1,0,0,0,16,16,16,0,0,0,16,0,0,65,15,0,0,0,0,16,0,16,0,16,1,0,0,0,34,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-text-module\src\main\java\org\apache\tika\parser\txt\CharsetRecog_sbcs.java,org.apache.tika.parser.txt.CharsetRecog_sbcs$NGramsPlusLang,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-pipes-iterators\tika-pipes-iterator-gcs\src\test\java\org\apache\tika\pipes\pipesiterator\gcs\TestGCSPipesIterator.java,org.apache.tika.pipes.pipesiterator.gcs.TestGCSPipesIterator,class,5,5,0,5,5,1,0,14,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56,0,4,0,1,0,5,8,13,1,12,2,0,1,0,38,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\config\TikaTaskTimeout.java,org.apache.tika.config.TikaTaskTimeout,class,2,4,2,2,4,1,0,2,1,0.33333334,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,16,3,0,1,0,0,0,0,2,0,2,1,0,0,0,11,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\unsigned\UByte.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.unsigned.UByte,class,2,7,5,2,40,3,0,12,0,0.8029557,1.0,1.0,29,10,18,11,0,0,18,0,1,0,7,6,4,3,0,0,7,0,26,115,26,1,3,0,5,3,9,14,7,9,1,0,0,0,120,17,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\main\java\org\apache\tika\example\ContentHandlerExample.java,org.apache.tika.example.ContentHandlerExample$Anonymous1,anonymous,1,1,0,1,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,2,4,2,1,0,0,0,20,-1,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\test\java\org\apache\tika\example\TextStatsFromTikaEvalTest.java,org.apache.tika.example.TextStatsFromTikaEvalTest,class,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,2,0,2,0,0,0,0,24,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\odf\OpenDocumentContentParser.java,org.apache.tika.parser.odf.OpenDocumentContentParser,class,11,14,3,11,3,2,0,3,3,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,37,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\ooxml\xslf\XSLFEventBasedPowerPointExtractor.java,org.apache.tika.parser.microsoft.ooxml.xslf.XSLFEventBasedPowerPointExtractor,class,9,13,4,9,11,1,0,5,41,0.72727275,0.12727273,0.18181819,11,0,11,0,0,0,11,0,0,0,2,0,0,2,0,0,0,0,0,95,8,0,0,0,0,1,0,2,0,2,0,0,1,0,34,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\parser\PasswordProvider.java,org.apache.tika.parser.PasswordProvider,interface,1,7,6,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\renderer\PageRangeRequest.java,org.apache.tika.renderer.PageRangeRequest,class,2,3,1,2,10,1,0,2,0,0.4666667,0.9,1.0,5,0,5,0,0,0,5,0,0,0,3,1,1,2,0,0,2,0,1,28,6,0,5,0,0,0,2,4,0,4,1,0,0,0,34,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\extractor\EmbeddedDocumentExtractorFactory.java,org.apache.tika.extractor.EmbeddedDocumentExtractorFactory,interface,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-core\src\main\java\org\apache\tika\eval\core\textstats\CommonTokensKLDNormed.java,org.apache.tika.eval.core.textstats.CommonTokensKLDNormed,class,7,7,0,7,6,1,0,13,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,28,2,2,2,0,1,0,8,11,7,9,2,0,0,0,27,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\main\java\org\apache\tika\server\core\resource\DetectorResource.java,org.apache.tika.server.core.resource.DetectorResource,class,13,19,6,13,5,1,0,19,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,5,36,2,0,0,1,0,8,0,8,0,8,1,0,0,0,42,1,4
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-app\src\test\java\org\apache\tika\eval\app\db\AbstractBufferTest.java,org.apache.tika.eval.app.db.AbstractBufferTest$Tester,innerclass,2,2,0,2,7,1,0,8,0,0.2,NaN,NaN,2,0,1,1,0,0,1,0,0,0,5,0,0,4,0,1,2,0,0,35,1,2,3,0,0,2,1,11,0,11,2,0,0,0,31,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-text-module\src\test\java\org\apache\tika\parser\strings\StringsParserTest.java,org.apache.tika.parser.strings.StringsParserTest,class,10,11,1,10,4,1,0,16,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,29,1,1,0,1,1,11,0,10,2,10,1,0,0,0,38,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\ExtendedGUID.java,org.apache.tika.parser.microsoft.onenote.ExtendedGUID,class,3,13,10,3,19,1,0,12,0,0.30769232,0.65384614,0.7051282,13,1,13,0,0,0,13,0,0,0,2,0,0,0,0,2,0,0,6,59,14,1,4,0,0,3,1,6,1,4,1,0,0,0,48,1,0
