file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-miscoffice-module\src\main\java\org\apache\tika\parser\odf\FlatOpenDocumentMacroHandler.java,org.apache.tika.parser.odf.FlatOpenDocumentMacroHandler,class,10,13,3,10,14,2,1,15,0,0.66666675,0.53333336,1.0,6,0,3,0,2,1,6,0,0,0,9,3,0,5,0,4,3,0,0,63,0,0,1,2,0,3,1,16,0,12,2,0,0,0,60,0,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\ooxml\SXSLFPowerPointExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.SXSLFPowerPointExtractorDecorator$XSLFCommentAuthorHandler,innerclass,3,3,0,3,6,2,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,24,0,1,0,0,0,4,1,10,0,4,3,0,0,0,21,2,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\parser\StatefulParser.java,org.apache.tika.parser.StatefulParser,class,2,7,5,2,1,3,4,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\pipes\fetcher\Fetcher.java,org.apache.tika.pipes.fetcher.Fetcher,interface,1,8,7,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-package\src\main\java\org\apache\tika\parser\internal\Activator.java,org.apache.tika.parser.internal.Activator,class,8,9,1,8,2,1,0,5,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,14,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\fork\ForkTestParser.java,org.apache.tika.fork.ForkTestParser$ForkTestParserAccessingPackage,innerclass,5,5,0,5,1,3,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-app\src\main\java\org\apache\tika\eval\app\reports\XLSXHREFFormatter.java,org.apache.tika.eval.app.reports.XLSXHREFFormatter,class,7,8,1,7,4,1,0,16,0,0.38888893,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,6,1,0,6,0,0,3,0,1,36,0,0,0,0,0,0,3,12,1,11,1,0,0,0,46,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-pipes-reporters\tika-pipes-reporter-fs-status\src\test\java\org\apache\tika\pipes\reporters\fs\TestFileSystemStatusReporter.java,org.apache.tika.pipes.reporters.fs.TestFileSystemStatusReporter,class,11,12,1,11,9,1,0,38,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,112,1,5,2,0,0,2,8,19,0,17,3,1,1,0,57,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-fetchers\tika-fetcher-gcs\src\main\java\org\apache\tika\pipes\fetcher\gcs\GCSFetcher.java,org.apache.tika.pipes.fetcher.gcs.GCSFetcher,class,12,13,1,12,12,2,0,18,3,0.7142858,0.42857143,1.0,7,0,7,0,0,0,7,0,0,0,7,2,0,7,0,0,1,0,2,57,2,1,1,1,0,7,0,15,2,13,4,0,0,0,86,1,2
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-code-module\src\main\java\org\apache\tika\parser\asm\XHTMLClassVisitor.java,org.apache.tika.parser.asm.XHTMLClassVisitor,class,13,15,2,13,48,2,0,31,54,0.7619048,0.18181819,0.18181819,21,1,11,10,0,0,11,0,0,0,4,0,0,4,0,0,2,0,6,220,4,3,7,5,1,54,7,16,5,11,4,0,0,0,83,0,0
C:\Users\jprov\Documents\ck\target\tika\tika-langdetect\tika-langdetect-opennlp\src\main\java\org\apache\tika\langdetect\opennlp\ProbingLanguageDetector.java,org.apache.tika.langdetect.opennlp.ProbingLanguageDetector,class,13,15,2,13,39,1,0,31,78,0.8863636,0.15384616,0.25274727,16,0,13,2,0,1,14,0,0,0,11,5,4,7,0,0,5,0,1,234,17,6,6,0,1,2,30,51,4,38,4,0,3,1,190,0,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-ml\tika-parser-nlp-module\src\main\java\org\apache\tika\parser\journal\TEIDOMParser.java,org.apache.tika.parser.journal.TEIDOMParser$OrgName,innerclass,2,2,0,2,10,1,0,6,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,1,42,7,1,4,0,0,1,0,4,0,3,2,0,0,0,23,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\TikaTest.java,org.apache.tika.TikaTest$XMLResult,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,12,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\chm\ChmItspHeader.java,org.apache.tika.parser.microsoft.chm.ChmItspHeader,class,7,16,9,7,47,1,0,49,776,0.95121944,0.03219697,0.03219697,41,0,18,8,15,0,33,0,0,0,18,1,0,18,0,0,1,0,21,207,21,0,3,0,9,46,31,25,20,19,1,0,0,0,169,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\config\ServiceLoader.java,org.apache.tika.config.ServiceLoader$RankedService,innerclass,1,1,0,1,3,1,0,2,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,1,2,0,0,0,0,12,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-zip-commons\src\main\java\org\apache\tika\detect\zip\OpenDocumentDetector.java,org.apache.tika.detect.zip.OpenDocumentDetector,class,8,9,1,8,8,1,0,9,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,34,6,0,1,2,0,2,3,6,0,6,3,0,0,0,47,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\metadata\writefilter\StandardWriteFilterTest.java,org.apache.tika.metadata.writefilter.StandardWriteFilterTest,class,16,17,1,16,15,2,0,27,36,0.0,0.0,0.0,9,0,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,137,2,5,0,0,4,58,61,46,3,33,2,0,0,0,81,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-app\src\main\java\org\apache\tika\eval\app\db\TableInfo.java,org.apache.tika.eval.app.db.TableInfo,class,2,23,21,2,9,1,0,6,0,0.5416667,0.53333336,1.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,3,0,3,39,4,2,1,0,2,0,0,5,1,4,1,0,0,0,19,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\parser\ParserPostProcessor.java,org.apache.tika.parser.ParserPostProcessor,class,7,7,0,7,3,3,0,8,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,3,2,4,0,4,1,0,0,0,57,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-langdetect\tika-langdetect-tika\src\test\java\org\apache\tika\langdetect\tika\LanguageProfilerBuilderTest.java,org.apache.tika.langdetect.tika.LanguageProfilerBuilderTest,class,7,8,1,7,8,1,0,25,0,0.7083333,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,6,0,0,5,0,1,4,0,8,46,1,1,1,3,0,7,4,17,1,16,3,0,0,0,54,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\chm\ChmSection.java,org.apache.tika.parser.microsoft.chm.ChmSection,class,5,7,2,5,42,1,0,18,262,0.9083334,0.028571429,0.03809524,24,1,21,3,0,0,21,0,0,0,5,0,0,5,0,0,2,0,5,159,22,8,4,0,20,4,50,37,29,23,2,0,0,0,66,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-pdf-module\src\main\java\org\apache\tika\parser\pdf\AccessChecker.java,org.apache.tika.parser.pdf.AccessChecker,class,3,8,5,3,17,1,0,3,0,0.38888887,1.0,1.0,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,3,0,0,48,8,0,5,0,2,4,6,8,2,5,3,0,0,0,83,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\extractor\ParserContainerExtractor.java,org.apache.tika.extractor.ParserContainerExtractor,class,15,15,0,15,6,4,0,7,4,0.6666667,0.3,0.3,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,3,0,1,62,1,0,0,1,0,1,1,5,0,5,1,0,1,0,73,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\streamobj\StorageManifestSchemaGUID.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.StorageManifestSchemaGUID,class,4,6,2,4,4,1,0,9,1,0.33333334,0.33333334,0.33333334,3,0,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,3,20,1,0,1,0,0,2,3,3,1,3,1,0,0,0,57,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\rtf\ListDescriptor.java,org.apache.tika.parser.microsoft.rtf.ListDescriptor,class,1,2,1,1,2,1,0,0,0,0.6,NaN,NaN,1,0,1,0,0,0,1,0,0,0,5,1,5,0,0,0,1,0,0,10,1,0,1,0,0,0,2,2,0,5,0,0,0,0,32,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-apple-module\src\main\java\org\apache\tika\detect\apple\IWorkDetector.java,org.apache.tika.detect.apple.IWorkDetector,class,12,14,2,12,19,1,0,17,15,0.0,0.0,0.0,6,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,73,16,1,10,0,0,2,0,10,0,7,3,0,1,0,35,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\ooxml\XSSFExcelExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.XSSFExcelExtractorDecorator$SheetTextAsHTML,innerclass,6,6,0,6,17,1,0,9,0,0.5714286,0.7,1.0,5,0,4,0,1,0,5,0,0,0,7,0,0,5,2,0,2,0,0,77,1,2,3,3,3,13,7,12,4,10,3,0,0,0,59,12,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\xpath\TextMatcher.java,org.apache.tika.sax.xpath.TextMatcher,class,2,3,1,2,1,2,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,25,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-audiovideo-module\src\main\java\org\apache\tika\parser\mp3\Mp3Parser.java,org.apache.tika.parser.mp3.Mp3Parser,class,22,23,1,22,39,2,0,53,10,0.9,0.0,0.0,5,1,4,0,1,0,5,0,0,0,2,2,0,2,0,0,2,0,9,165,3,4,22,0,1,25,14,36,1,23,4,0,1,0,118,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-ocr-module\src\main\java\org\apache\tika\parser\ocr\TesseractOCRParser.java,org.apache.tika.parser.ocr.TesseractOCRParser,class,23,26,3,23,144,3,0,150,640,0.9501538,0.4724238,0.81930333,65,2,50,12,2,1,53,0,0,0,25,16,9,16,0,0,17,0,29,577,33,8,12,15,2,122,22,117,42,95,5,0,1,1,373,1,8
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-core\src\main\java\org\apache\tika\eval\core\tokens\CJKBigramAwareLengthFilterFactory.java,org.apache.tika.eval.core.tokens.CJKBigramAwareLengthFilterFactory$CJKAwareLengthFilter,innerclass,4,4,0,4,7,2,0,3,1,0.5,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,16,2,0,2,0,0,0,0,3,0,3,2,0,0,0,25,2,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\ContentHandlerDecoratorFactory.java,org.apache.tika.sax.ContentHandlerDecoratorFactory,interface,3,5,2,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\ooxml\OOXMLWordAndPowerPointTextHandler.java,org.apache.tika.parser.microsoft.ooxml.OOXMLWordAndPowerPointTextHandler$XWPFBodyContentsHandler,interface,3,3,0,3,23,1,0,0,253,0.0,0.0,0.0,23,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\parser\DigestingParser.java,org.apache.tika.parser.DigestingParser$DigesterFactory,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-xml-module\src\test\java\org\apache\tika\parser\tmx\TMXParserTest.java,org.apache.tika.parser.tmx.TMXParserTest,class,7,7,0,7,2,2,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,16,0,5,0,5,1,0,0,0,38,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-server\tika-server-core\src\test\java\org\apache\tika\server\core\ServerStatusTest.java,org.apache.tika.server.core.ServerStatusTest,class,4,4,0,4,5,1,0,10,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,62,0,2,1,0,0,2,10,12,1,11,2,0,1,1,34,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\streamobj\basic\BinaryItem.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic.BinaryItem,class,3,12,9,3,5,1,0,10,0,0.0,1.0,1.0,4,0,3,0,1,0,4,0,0,0,2,0,2,0,0,0,0,0,1,30,2,1,0,0,0,0,1,8,1,5,1,0,0,0,56,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-pkg-module\src\test\java\org\apache\tika\parser\pkg\GzipParserTest.java,org.apache.tika.parser.pkg.GzipParserTest,class,5,5,0,5,1,3,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,2,8,3,0,3,1,0,0,0,36,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-emitters\tika-emitter-opensearch\src\main\java\org\apache\tika\pipes\emitter\opensearch\JsonResponse.java,org.apache.tika.pipes.emitter.opensearch.JsonResponse,class,1,2,1,1,6,1,0,0,0,0.33333334,0.8,1.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,27,4,0,0,0,0,4,0,6,2,3,0,0,0,0,12,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\property\PrtFourBytesOfLengthFollowedByData.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.property.PrtFourBytesOfLengthFollowedByData,class,3,5,2,3,4,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,3,22,2,2,0,0,0,0,1,6,2,4,1,0,0,0,53,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\fork\ForkParserTest.java,org.apache.tika.fork.ForkParserTest$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-pdf-module\src\main\java\org\apache\tika\parser\pdf\xmpschemas\XMPSchemaIllustrator.java,org.apache.tika.parser.pdf.xmpschemas.XMPSchemaIllustrator,class,3,4,1,3,3,2,0,3,3,0.77777785,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,3,0,0,14,1,0,0,0,0,4,0,3,1,3,0,0,0,0,24,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-core\src\test\java\org\apache\tika\eval\core\util\LanguageIdTest.java,org.apache.tika.eval.core.util.LanguageIdTest,class,4,4,0,4,2,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,2,4,4,0,4,1,0,0,0,25,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-langdetect\tika-langdetect-optimaize\src\test\java\org\apache\tika\langdetect\optimaize\OptimaizeLangDetectorTest.java,org.apache.tika.langdetect.optimaize.OptimaizeLangDetectorTest,class,8,9,1,8,20,2,0,35,15,0.0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,104,1,8,2,0,0,15,12,28,4,27,3,0,0,0,79,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\sax\EmbeddedContentHandler.java,org.apache.tika.sax.EmbeddedContentHandler,class,2,3,1,2,3,3,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\ooxml\SXSLFPowerPointExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.SXSLFPowerPointExtractorDecorator$XSLFCommentsHandler,innerclass,5,5,0,5,14,2,0,10,0,0.5,0.5,1.0,4,0,3,0,0,1,4,0,0,0,3,0,0,3,0,0,0,0,0,45,0,0,6,0,0,12,1,9,0,6,3,0,0,0,36,2,0
C:\Users\jprov\Documents\ck\target\tika\tika-example\src\main\java\org\apache\tika\example\LanguageDetectingParser.java,org.apache.tika.example.LanguageDetectingParser,class,7,7,0,7,2,2,0,4,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,0,1,4,0,4,1,0,0,0,27,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-pdf-module\src\main\java\org\apache\tika\parser\pdf\PDF2XHTML.java,org.apache.tika.parser.pdf.PDF2XHTML$AngleDetectingPDF2XHTML,innerclass,14,14,0,14,12,4,0,28,15,0.0,0.0,0.0,6,0,1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,61,0,1,2,4,0,0,6,6,0,6,3,0,0,0,55,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-pipes-iterators\tika-pipes-iterator-az-blob\src\test\java\org\apache\tika\pipes\pipesiterator\azblob\TestAZBlobPipesIterator.java,org.apache.tika.pipes.pipesiterator.azblob.TestAZBlobPipesIterator$MockFetcher,innerclass,1,1,0,1,4,1,0,3,0,0.25,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,16,1,1,1,0,0,0,1,3,0,3,2,0,0,0,12,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\fork\ForkParserTest.java,org.apache.tika.fork.ForkParserTest$NonSerializableHandlerFactory,innerclass,3,3,0,3,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,0,0,0,0,0,0,0,22,10,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-html-module\src\main\java\org\apache\tika\parser\html\HtmlParser.java,org.apache.tika.parser.html.HtmlParser$HtmlParserMapper,innerclass,2,2,0,2,3,1,0,3,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\renderer\CompositeRenderer.java,org.apache.tika.renderer.CompositeRenderer,class,13,14,1,13,13,1,0,10,16,0.5,0.2857143,0.2857143,8,1,7,1,0,0,7,0,0,0,1,0,0,1,0,0,0,0,3,46,4,2,3,0,0,3,0,8,2,7,2,0,0,0,55,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-app\src\main\java\org\apache\tika\eval\app\batch\DBConsumersManager.java,org.apache.tika.eval.app.batch.DBConsumersManager$LogTablePair,innerclass,1,1,0,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-pipes\tika-httpclient-commons\src\main\java\org\apache\tika\client\HttpClientFactory.java,org.apache.tika.client.HttpClientFactory,class,27,32,5,27,56,2,0,54,419,0.90712076,0.120430104,0.8752688,34,0,31,3,0,0,31,0,0,0,19,3,1,18,0,0,3,0,2,297,21,1,5,2,2,17,7,54,4,42,4,0,2,2,162,1,1
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\test\java\org\apache\tika\pipes\async\AsyncProcessorTest.java,org.apache.tika.pipes.async.AsyncProcessorTest,class,10,10,0,10,10,1,0,17,0,0.375,1.0,1.0,2,0,2,0,0,0,2,0,0,0,12,0,0,12,0,0,5,0,9,58,0,5,0,0,0,51,15,19,12,21,2,0,0,0,79,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-webarchive-module\src\test\java\org\apache\tika\parser\wacz\WACZParserTest.java,org.apache.tika.parser.wacz.WACZParserTest,class,3,3,0,3,1,2,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,1,0,1,0,0,0,0,18,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-core\src\main\java\org\apache\tika\pipes\pipesiterator\CallablePipesIterator.java,org.apache.tika.pipes.pipesiterator.CallablePipesIterator,class,2,2,0,2,11,1,0,3,0,0.1875,1.0,1.0,4,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,46,1,4,0,0,0,2,6,9,0,9,3,0,0,0,77,1,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-microsoft-module\src\main\java\org\apache\tika\parser\microsoft\onenote\fsshttpb\unsigned\Unsigned.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.unsigned.Unsigned,class,4,7,3,4,19,1,0,14,105,0.0,0.0,0.0,15,14,14,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,46,14,0,4,0,0,0,0,0,0,0,0,0,0,0,59,17,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-text-module\src\main\java\org\apache\tika\parser\txt\CharsetRecog_sbcs.java,org.apache.tika.parser.txt.CharsetRecog_sbcs$CharsetRecog_windows_1251,innerclass,6,6,0,6,4,3,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,2,0,2,0,0,0,0,0,14,3,0,1,0,0,3,321,3,0,3,0,0,0,0,19,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-parsers\tika-parsers-standard\tika-parsers-standard-modules\tika-parser-text-module\src\main\java\org\apache\tika\parser\txt\CharsetRecog_sbcs.java,org.apache.tika.parser.txt.CharsetRecog_sbcs$CharsetRecog_windows_1256,innerclass,5,5,0,5,4,3,0,1,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,2,0,2,0,0,0,0,0,14,3,0,1,0,0,2,321,3,0,3,0,0,0,0,19,8,0
C:\Users\jprov\Documents\ck\target\tika\tika-eval\tika-eval-core\src\main\java\org\apache\tika\eval\core\tokens\AnalyzerDeserializer.java,org.apache.tika.eval.core.tokens.AnalyzerDeserializer,class,8,10,2,8,42,1,0,31,9,0.7380952,0.0,0.0,6,6,2,4,0,0,2,0,0,0,7,7,0,7,0,0,7,0,8,131,6,5,7,0,0,42,1,43,14,40,2,0,0,0,85,0,0
